app_id,recommendationid,author_steamid,review_text,timestamp_created,timestamp_updated,voted_up,votes_up,votes_funny,weighted_vote_score,steam_purchase,received_for_free,written_during_early_access
1245620,191904565,76561199010100640,"İlk 40 saatimde nereye gitmem gerektiğini ne yapmam gerektiğini ilk soulslike oyunum olduğu için ayıkamadım, o amına kodumun tree sentineline sürekli öldüm ve oyunu sildim. 2 yıl sonra rehber videoları izleyerek tekrar başladım ve şuan aşırı keyif alıyorum. Tree sentineli de siktim içinden geçtim intikamımı aldım. Oyun çok güzel yapanların eline sağlık.",1743712979,1743712979,True,0,0,0.5,True,False,False
1245620,191904377,76561199273712690,"Bu oyunda Malenia bossunu tasarlıyan arkadaşa selamlar olsun.
Haftada 6 gün günde 3 saat date çıktım buradan selamlarım olsun.
Oyunun eksiği yok fazlası var optimizasyonu almıyom o zaten direk yok.
Umarım FromSoftware umarım böyle kaliteli eserlere türkçe dil desteğide ekler gelecek oyunlarına.
Oyuna puanım 10/10 mükemmel kesinlikle alın oynayın.",1743712785,1743712874,True,0,0,0.5,True,False,False
1245620,191888418,76561199214098950,Güzel oyun  atmosfer kontroller vs. güzel ama benlik değil,1743699200,1743699200,False,0,0,0.5,True,False,False
1245620,191887567,76561198358506731,Oyunun devasa bir haritası var açık dünya olması çok güzel olmuş keşfedebileceğiniz tonlarca alan var ve bunların çoğunun birbirinden farklı ve kopyalanmadan tasarlanması oyunu çok uzun saatler sıkılmadan oynanabilmesini sağlıyor. Çok fazla silah büyü ve sınıf çeşidi var ister oyun sırasında ister yeni oyunda kendi oynayış stilinizi değiştirebilirsiniz. Boss tasarımları ve oynanışları inanılmaz olmuş. Bazı boss savaşları gerçekten çok zordu ve tekrar tekrar denemek zorunda kalıyorsunuz ama en sonunda kazandığınızdaki his çok güzeldi. Oyunun atmosferi bölgeleri ve şehir tasarımları çok iyiydi en çok keyif aldığım şeylerden biri bu oldu. Genel olarak benim için inanılmaz iyi bir oyundu. Herkesin deneyimlemesini tavsiye ederim.,1743698442,1743698442,True,0,0,0.5,True,False,False
1245620,191877533,76561198288959527,oynu bitirdiğinizde huzurluca ölebilirisiniz,1743689434,1743689449,True,0,0,0.5,True,False,False
1245620,191864451,76561199015069234,Dünyanın en iyi 5 oyunundan biri,1743674325,1743674325,True,0,0,0.5,True,False,False
1245620,191860027,76561199083711886,MÜKEMMEL,1743667602,1743667602,True,0,0,0.5,True,False,False
1245620,191845480,76561198128770068,137. saat hala build oturtamadım,1743645687,1743645687,True,0,2,0.5,True,False,False
1245620,191830451,76561198019217576,"başyapıt. zor gelecektir. pes etmeyin. mücadele edin.farklı yollar deneyin.keşif yapın,tadını çıkarın. hayat gibi. 
not: ilk souls oyunum.",1743628045,1743628045,True,0,0,0.5,True,False,False
1245620,191827060,76561198826613443,very good,1743624657,1743624657,True,0,0,0.5,True,False,False
1245620,191818396,76561198124050474,"A man cannot kill a god, not even you.",1743616806,1743616806,True,0,0,0.5,True,False,False
1245620,191806366,76561199549303819,MALENİA SENİN ANNENİ TERS DÜZ YATIRIP FİRE GİANTIN GÖTÜNE POMPALAYIM!!!!!!!,1743606617,1743606617,True,1,1,0.52173912525177002,True,False,False
1245620,191794022,76561198094327167,"Normalde souls oyunlarını oynamam, sevdiğim tarzda oyunlar değiller ancak bu arkadaşa nedense bir kanım ısındı, açık dünyası ve atmosferi çok keyifli.",1743593989,1743593989,True,0,0,0.5,True,False,False
1245620,191792122,76561199212447679,"BOSS'A ÖL,YENİ BUİLD YAP, YEN.BOSS'A ÖL,YENİ BUİLD YAP, YENBOSS'A ÖL,YENİ BUİLD YAP, YENBOSS'A ÖL,YENİ BUİLD YAP, YENBOSS'A ÖL,YENİ BUİLD YAP, YENBOSS'A ÖL,YENİ BUİLD YAP, YENBOSS'A ÖL,YENİ BUİLD YAP, YENBOSS'A ÖL,YENİ BUİLD YAP, YENBOSS'A ÖL,YENİ BUİLD YAP, YENBOSS'A ÖL,YENİ BUİLD YAP, YENBOSS'A ÖL,YENİ BUİLD YAP, YENBOSS'A ÖL,YENİ BUİLD YAP, YENBOSS'A ÖL,YENİ BUİLD YAP, YENBOSS'A ÖL,YENİ BUİLD YAP, YENBOSS'A ÖL,YENİ BUİLD YAP, YENBOSS'A ÖL,YENİ BUİLD YAP, YENBOSS'A ÖL,YENİ BUİLD YAP, YENBOSS'A ÖL,YENİ BUİLD YAP, YENBOSS'A ÖL,YENİ BUİLD YAP, YENBOSS'A ÖL,YENİ BUİLD YAP, YENBOSS'A ÖL,YENİ BUİLD YAP, YENBOSS'A ÖL,YENİ BUİLD YAP, YENBOSS'A ÖL,YENİ BUİLD YAP, YENBOSS'A ÖL,YENİ BUİLD YAP, YENBOSS'A ÖL,YENİ BUİLD YAP, YENBOSS'A ÖL,YENİ BUİLD YAP, YENBOSS'A ÖL,YENİ BUİLD YAP, YENBOSS'A ÖL,YENİ BUİLD YAP, YENBOSS'A ÖL,YENİ BUİLD YAP, YENBOSS'A ÖL,YENİ BUİLD YAP, YENBOSS'A ÖL,YENİ BUİLD YAP, YENBOSS'A ÖL,YENİ BUİLD YAP, YENBOSS'A ÖL,YENİ BUİLD YAP, YENBOSS'A ÖL,YENİ BUİLD YAP, YENBOSS'A ÖL,YENİ BUİLD YAP, YENBOSS'A ÖL,YENİ BUİLD YAP, YENBOSS'A ÖL,YENİ BUİLD YAP, YENBOSS'A ÖL,YENİ BUİLD YAP, YENBOSS'A ÖL,YENİ BUİLD YAP, YENBOSS'A ÖL,YENİ BUİLD YAP, YENBOSS'A ÖL,YENİ BUİLD YAP, YENBOSS'A ÖL,YENİ BUİLD YAP, YENBOSS'A ÖL,YENİ BUİLD YAP, YENBOSS'A ÖL,YENİ BUİLD YAP, YENBOSS'A ÖL,YENİ BUİLD YAP, YENBOSS'A ÖL,YENİ BUİLD YAP, YENBOSS'A ÖL,YENİ BUİLD YAP, YENBOSS'A ÖL,YENİ BUİLD YAP, YENBOSS'A ÖL,YENİ BUİLD YAP, YENBOSS'A ÖL,YENİ BUİLD YAP, YEN",1743591567,1743591567,True,1,0,0.502512574195861816,True,False,False
1245620,191773947,76561199135532651,anneni sıkeyim maliketh,1743563676,1743625721,True,0,0,0.5,True,False,False
1245620,191771660,76561199142983963,50 saatte %100 başarım yaptım düşünün nasıl oyun,1743560653,1743560653,True,0,0,0.5,True,False,False
1245620,191765650,76561198201097750,abi oyun hayatımda oynadığım en iyi oyun açık ara hem de. bu arada crucible knight'ı kim yaptıysa yatacak yeri yok aq. böyle bi boss olabilir mi amk ya main margit godrick tekte kestim neredeyse no damage ama anasını sktimin crucible knight'ına 2 buçuk saatimi verdim ya.,1743553198,1743553198,True,0,0,0.5,True,False,False
